store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude	Wheelchair-YES	Audio-YES
433	Batangas 3	"Rizal Ave. Poblacion 018, Batangas City"	6864280	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	13.8846	121.056		
434	Malibay Plaza 2	Reance Bldg. Jose St. cor Malibay Ave. Pasay City	6512627	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5366	121.01		
435	Angeles 2	"Miranda St., Angeles City, Pampanga"	624117	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1382	120.589		
436	Leveriza	"Quirino Ave. cor Leveriza St., Malate, Manila"	9064011	NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5677	120.989		
438	Balanga Plaza	"Aguirre St., Poblacion Balanga, Bataan"	6120294	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.68	120.528		
439	Porta Vaga	"Fr. Carlu Street, Baguio City"	4426728	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4122	120.598		
440	Total Corporate	"Triangle Dr. Global City, Fort Bonifacio,taguig"	7999102	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5606	121.056		
441	Malolos Poblacion	"M. Tenco, Poblacion, Malolos, Bulacan"	7962374	REGION III (Central Luzon)	BULACAN	CITY OF MALOLOS (Capital)	14.8632	120.807		
442	San Jose NE	"Maharlika Highway,San Jose City, Nueva Ecija"	6041058		NUEVA ECIJA	SAN JOSE CITY	15.792	120.99		
443	Olongapo Cityhall	"East Bajac-Bajac, Olongapo City"	6110157	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	15.3249	120.288		
444	Calamba 4 ( Carolina Center )	"National Hiway cor Ipil-Ipil St., Calamba, Laguna"	5451777	REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.1918	121.167		
445	NE Pacific (ACC Properties)	"Maharlika Hiway, Cabanatuan City"	3290125		NUEVA ECIJA	CABANATUAN CITY	15.4587	120.95		
446	Paniqui	"National Highway, Brgy. Estacion, Paniqui, Tarlac"	320013700	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.6695	120.586		
447	Kimston	Brgy. Pinagkaisahan. Makati City	8997264	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5595	121.041		
448	Pavillion Mall	"Pavillion Mall, BiËan, Laguna"	4112709	REGION IV-A (CALABARZON)	LAGUNA	BIãAN	14.3279	121.088		
449	Eastwood 2 (One Orchard)	E. Rodriguez Jr. Ave. Quezon City	6662762	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6108	121.079		
450	PWU	"Leon Guinto Street, Malate, Manila"	5232189	NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5739	120.99		
451	Civic Prime	"filinvest corporate city,alabang, muntinlupa"	6591353	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MUNTINLUPA	14.4183	121.043		
452	Pio del Pilar	"Pasong Tamo cor dela rosa Street, Makati City"	2170368	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5583	121.013		
453	Tayabas	"Quezon Ave., cor Paterno St., Tayabas, Quezon"	7932686	REGION IV-A (CALABARZON)	QUEZON	CITY OF TAYABAS	14.025	121.592		
454	Cogeo	Marcos Hiway cor GSIS Antipolo Rizal	2170927	REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.6214	121.17		
455	Pearl Drive 2	"Pearl Drive Ortigas Ctr, Pasig City"	9145151	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5822	121.061		
456	Sariaya	Gen. Luna st National Hiway Sariaya Quezon	6512627	REGION IV-A (CALABARZON)	QUEZON	SARIAYA	14.0741	121.324		
457	YP	"YP Bldg. Dr. A. Santos Ave., Sucat, Paranaque City"	7994079	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.4657	121.017		
458	San Marcelino	"710 San Marcelino St., Ermita, Manila"	4841124	NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5884	120.985		
459	Palapala	"Sampaloc 1, Palapala, Dasmarinas, Cavite"	8522878	REGION IV-A (CALABARZON)	CAVITE	DASMARIãAS	14.3036	120.954		
460	Telus	"G/F Telus Bldg, Araneta Ctr, Cubao Quezon City"	7091963	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.619	121.054		
461	Lamuan	"Filipinas Village Malanday, Marikina City"	4906675	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MARIKINA	14.6489	121.098		
462	Gen T. De Leon	Gen. T. De Leon st. Valenzuela City	2931621	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.688	121.001		
463	San Carlos	"San Carlos City, Pangasinan"	2030015	REGION I (Ilocos Region)	PANGASINAN	SAN CARLOS CITY	15.921	120.341		
464	OsMak	"Sampaguita cor. Escarlata, Pembo Makati City"	7387193	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5464	121.061		
465	Taal Proper	Poblacion 3 Taal ProperTaal Batangas	4211742	REGION IV-A (CALABARZON)	BATANGAS	TAAL	14.0697	121.326		
466	Sterling Centre	"dela rosa st, legaspi villagge makati city"	7526910	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5578	121.017		
468	SM City Lucena	"maharlika Hiway National Rd., Lucena City"	3736241	REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9407	121.626		
469	Sta. Rosa N.E.	"Maharlika Hiway Sta Rosa, N.E."	9401517		NUEVA ECIJA	CABANATUAN CITY	15.4235	120.938		
470	Balanga Kapitolyo	Capitol Drive Balanga Bataan	932	REGION III (Central Luzon)	BATAAN	CITY OF BALANGA (Capital)	14.6781	120.539		
471	Valenzuela Exit	"Maysan Road Paso de Blas, Valenzuela City"	2170365	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.7079	120.992		
472	Nuvali	"Nuvali Technopod, Sta. Rosa, Laguna"	8522797	REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2408	121.057		
473	VG Cruz	Vicente Cruz Sampaloc Manila	5594598	NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6016	121.002		
474	Wynsum	22 Ortigas Rd. Ortigas Ctr Pasig City	9105463	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.586	121.061		
475	AUF Hospital	"McArthur Hiway, Angeles City"	6281179	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1454	120.595		
476	Mayapa	"Brgy. Paciano Rizal, Calamba City, Laguna"	5025167	REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2184	121.141		
478	J. P. Rizal 2	"Rizal Avenue, cor Pasong Tamo Avenue, Makati City"	2175947	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5717	121.016		
479	Caltex-NLEX	"Chevron North Expressway, Malinta, Valz."	5146605	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.7194	120.983		
480	Philtranco	"610 Apelo Cruz St., Pasay City"	7998207	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5377	121.005		
481	Net Plaza	"Unit 14 E-Sqre Zn,Cres. Park West,Glob City Taguig"	2173321	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5558	121.044		
482	Villa Amparo	Imus Cavite	8755441	REGION IV-A (CALABARZON)	CAVITE	IMUS	14.4132	120.941		
483	Fort Legend	Fort Bonifacio Global City	3457110	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5522	121.046		
484	Batangas Port	Port Access Road Brgy Calicanto Batangas City	7222131	REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	13.8803	121.042		
485	Berthapil 4 (DMIA)	"CSEZ Clark Field, Pampanga"	925	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1813	120.545		
486	Alabang Med (Aurora)	"Alabang Zapote Road, Muntinlupa City"	7381032	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MUNTINLUPA	14.4275	121.024		
487	Vista Verde (V-Square)	"Vista Verde Ave., Pasig City"	6816931	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.6041	121.106		
489	Ecoplaza (Ecotech)	"Pasong Tamo Extension, Makati City"	6594292	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5334	121.022		
490	12th Ave. (Big Bobs)	"Rizal Ave., Brgy Grace Park, Caloocan City"	4750617	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CALOOCAN CITY	14.6558	120.984		
492	Times Plaza	UN ave. cor Taft Ave. Ermita Manila	2170367	NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5824	120.984		
493	San Pablo 5	"Brgy 6A, Mabini St., San Pablo City, Laguna"	5627639	REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.0744	121.325		
494	Los Banos 2	"Brgy. Malaking Bato, Los Banos, Laguna"	5011172	REGION IV-A (CALABARZON)	LAGUNA	LOS BAãOS	14.1728	121.243		
495	Sun Plaza	"G/F Sun Plaza Shaw Blvd,cor Princeton st.Mand.City"	2966542	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5853	121.049		
496	Tordesillas (Gervel Inc.)	"Legaspi Village, Makati City"	2170926	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5606	121.021		
497	Molito Complex	"6793 Ayala Avenue, Makati City"	4906618	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5592	121.018		
498	SM Makati Cyberone	"Harbor Drive, MOA Complex, Pasay City"	2173320	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5605	121.029		
500	Binondo ( Burke Plaza )	Santo Cristo cor. San Fernando St. Binondo	5674748	NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	BINONDO	14.5992	120.973		
501	Sto. Domingo ( Navarro Property )	McArthur Hiway cor. Apo rd. Sto. Domingo Angeles	6253927	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1244	120.598		
502	Rockwell Business Center	Tower 2 Level 1 Unit No. N-02 Rockwell Business	5426562	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5902	121.067		
503	Centris 1 ( Cyperpod )	G/F Eton Cyperpod Centris EDSA Quezon City	4416798	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6424	121.039		
504	Paragon Plaza	"Paragon Plaza Condominium, Mandaluyong City"	4701848	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5763	121.051		
505	Makati Ave. 2	Makati Ave. cor constellation St. Makati City	4820962	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5638	121.029		
506	Ascendas	Ascendas Tower 1 Unit GF-01 30th St. Taguig City	2179148	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5537	121.045		
508	Heart Center	"Philippine Heart Center, East Avenue, Quezon City"	4345701	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6448	121.048		
509	Woodlands	G/F Pioneer Woodlands EDSA Mandaluyong City	4807345	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5724	121.048		
510	LKG	11/F LKG Tower 6801-6803 Ayala Ave. Makati City	2175942	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5594	121.017		
511	PBCom	7/F PBCOM Twr Ayala Ave cor Rufino St.Makati City	3453408	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5583	121.019		
512	Philam	"9/F Philam Life Bldg. Paseo de Roxas, Makati City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5573	121.022		
513	One Solaris	One Solaris Bldg Dela Rosa St Makati City	2173319	NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5577	121.017		
515	Castillejos	Castillejos	922	REGION III (Central Luzon)	ZAMBALES	CASTILLEJOS	14.9331	120.2		
516	NE Crossing	"Sangitan East, Cabanatuan City"	932		NUEVA ECIJA	CABANATUAN CITY	15.4929	120.976		
517	New Port	"Star Cruises Center, Andrews Ave. Pasay City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5205	121.016		
518	SM Cyber Two	Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5559	121.034		
519	UPLB	"University of the Philippines Los BaÐos, Laguna"		REGION IV-A (CALABARZON)	LAGUNA	LOS BAãOS	14.1634	121.241		
524	R. Papa	813 R.Papa & S.H. Loyola St. Sampaloc Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	SAMPALOC	14.6034	120.988		
525	Munoz 2	EDSA- Munoz Quezon City	2173323	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6577	121.022		
527	Retiro 2	"Sta. Mesa Heights, Quezon City"	5160878	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.6306	120.997		
528	BPO San Lazaro ( Vertex 1 )	"Retail 4, Vortex 1 Bldg. Yuseco San Lazaro"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	TONDO I / II	14.6204	120.986		
529	Port Area	Port Area Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	PORT AREA	14.5831	120.975		
530	Net Square	Net Square		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5577	121.048		
531	La Trinidad	"National Road, KM5 La Trinidad, Benguet"	4221866	CAR - Cordillera Administrative Region	BENGUET	LA TRINIDAD (Capital)	16.4534	120.59		
533	Dagupan 4	"Perez Blvd. Rizal Ext., Dagupan City Pangasinan"		REGION I (Ilocos Region)	PANGASINAN	DAGUPAN CITY	16.041	120.34		
534	Eastwood 3	Eastwood	9190000	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6102	121.082		
535	ATC	"Alabang Town Center, Muntinlupa City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MUNTINLUPA	14.4239	121.031		
536	San Andres	"Mabini cor. San Andres St., Malate Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5688	120.985		
539	Tagaytay 3	Tagaytay		REGION IV-A (CALABARZON)	CAVITE	CAVITE CITY	14.1028	120.951		
540	Grand Hampton	"Fort Bonifacio, Global City taguig"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5567	121.043		
541	San Miguel	San Miguel	6782944	REGION III (Central Luzon)	BULACAN	SAN MIGUEL	15.1484	120.979		
543	Connecticut	Edsa cor. Connecticut San Juan City	7272967	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.6016	121.059		
544	Quirino Ermita	Quirino Ave. cor. Mabini Ave. Malate Manila		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5657	120.987		
545	Capas Junction ( Chevron )	"Mc Arthur Hi-way, Capas Tarlac"	942	REGION III (Central Luzon)	TARLAC	CAPAS	15.3423	120.594		
546	Boni Malamig ( G )	708 Boni Ave. Brgy. Malamig Boni Mandaluyong City	5331843	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5742	121.043		
547	Tambo Coastal	Aguinaldo Highway Brgy. Tambo ParaËaque City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.513	120.992		
548	SLEX - NB	"KM 22 SLEX San Antonio, San Pedro Laguna"		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.3566	121.045		
549	Filinvest	Alabang Zapote Road Filinvest Muntinlupa City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MUNTINLUPA	14.4236	121.036		
551	Woodridge	G/F The Woodridge Blgd. upper Mckinley Rd. Taguig		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	TAGUIG CITY	14.5352	121.052		
552	Malolos Crossing	McArthur Hi-way cor. Mabini St. Malolos Crossing	7605705	REGION III (Central Luzon)	BULACAN	CITY OF MALOLOS (Capital)	14.8529	120.816		
553	Tustine Alabang	"Molino St. SS Hway, Alabang Muntinlupa City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MUNTINLUPA	14.4111	121.043		
554	N. Garcia	N. Garcia		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5623	121.023		
555	C. Raymundo	Stella Maris	6422142	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5759	121.085		
556	Batanggas 4	"Manuela Pastor Ave.H/W Pallocan West,Batangas City"		REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	14.1785	121.242		
557	La Salle Med Dasma	Bo. Pasang Tala Dasma Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARIãAS	14.3241	120.96		
558	Welding Bldg.	Welding Bldg.		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5614	121.017		
559	Clark Hostel	"Clark Freeport Zone, Pampanga"	4991398	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1811	120.528		
560	San Fernando-NLEX	"Brgy.San Felipe, San Fernando"	9637803	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.1809	120.715		
561	Tarlac 2	"Mc Arthur Hi-Way, Tarlac,Tarlac City"	459823085	REGION III (Central Luzon)	TARLAC	CITY OF TARLAC (Capital)	15.4894	120.597		
562	"Daang Sarile, Cabanatuan"	"Daang Sarile, Cabanatuan City"	6002608		NUEVA ECIJA	CABANATUAN CITY	15.5048	120.976		
563	Tarlac Concepcion	Brgy San Nicola Poblacion Concepcion Tarlac	922	REGION III (Central Luzon)	TARLAC	CONCEPCION	15.3238	120.631		
564	Rosario 2	Rosario 2	2179153	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5907	121.087		
565	Mabalacat	"Velasquez St., Mabalacat Proper, Pampanga"	943	REGION III (Central Luzon)	PAMPANGA	MABALACAT	15.2229	120.715		
567	San Isidro	San Isidro		REGION IV-A (CALABARZON)	LAGUNA	CABUYAO	14.2186	121.141		
568	Camiling	Camiling	4914065	REGION III (Central Luzon)	TARLAC	CAMILING	15.6867	120.412		
569	Mabolo Bacoor	"Mabolo Bacoor, Cavite"		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4135	120.941		
570	Wilson	"Wilson cor.,Ortigas San Juan, City"	5700258	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.6006	121.048		
572	Herco Center	Herco		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5514	121.017		
574	Salawag 2	Paliparan Road Salawag Crossing Dasma Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARIãAS	14.3281	120.988		
575	Halang Calamba	National Hiway Brgy.Halang Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.1942	121.165		
576	Boni EDSA	"EDSA cor.,Boni Ave.Mandaluyong"	5345365	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5724	121.047		
577	Sta Rosa	"Tagaytay Road, Sta Rosa Laguna"		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.2497	121.064		
578	Malanday	Brgy Malanday McArthur H-Way Valenzuela City	922	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.4416	121.024		
579	Malinta 2	Danding Blg Cecilio J Santos St. Valenzuela City	933	NCR - National Capital Region	"NCR, THIRD DISTRICT"	CITY OF VALENZUELA	14.7178	120.957		
580	Silver City	Silver City	6503268	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5839	121.075		
581	DMG Center	"DMG Center, Libertad cor., Calbayog St.,"	5843467	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF MANDALUYONG	14.5797	121.046		
582	McKinley	"Origas Ave. Mckinley, San Juan"	7215740	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF SAN JUAN	14.6019	121.047		
583	Harvard-EDSA	EDSA cor. Harvard St. Makati City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5589	121.04		
585	TRAG	"GL 10 The Residences, Arnaiz St., Makati Citry"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.551	121.02		
586	Muzon	Muzon	922	REGION III (Central Luzon)	BULACAN	CITY OF SAN JOSE DEL MONTE	14.8021	121.035		
587	Marvin Plaza	Marvin PLaza		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5552	121.014		
589	Manila Executive Regency	Manila Exceutive Regency		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5811	120.98		
590	Kingswood	Kingswood		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5668	121.012		
591	Malolos Tikay	"McArthur Hi-way, Tikay Malolos Bulacan"	8166760	REGION III (Central Luzon)	BULACAN	CITY OF MALOLOS (Capital)	14.8389	120.859		
592	Sampol	sampol	923	REGION III (Central Luzon)	BULACAN	CITY OF SAN JOSE DEL MONTE	14.8544	121.059		
593	Farmers Market	Farmers Market	4394889	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6201	121.052		
594	Victoria De Manila	"G/F Victoria De Manila, Taft Avenue"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.575	120.989		
595	Tiaong	Tiaong		REGION IV-A (CALABARZON)	QUEZON	TIAONG	14.1309	121.436		
596	San Pascual Batanggas	San Pascual Batanggas		REGION IV-A (CALABARZON)	BATANGAS	SAN PASCUAL	13.7822	121.031		
598	Upper Session (Caltex)	"Upper Session Road, cor., DPS Road, Baguio City"	6199957	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4053	120.602		
599	Burnham	"Chanum cor., Otek St., Burnham Park, Baguio City"	4424741	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4128	120.593		
603	Fortune Square	Fortune Square	4552816	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.1006	120.62		
604	Dewey Ave.	"Lot 2, Blk.18, Dewey Ave., Subic Bay Freeport Zone"	2500944	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.933	120.2		
605	Molino 5	Molino Road Brgy Molino III Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4423	120.972		
606	Diamond Square	Diamond Square	922	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1648	120.591		
607	The Enclave	The Enclave	6246322	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.2229	120.574		
608	Zaragosa	Zaragosa	932		NUEVA ECIJA	ZARAGOZA	15.4519	120.805		
610	Olongapo Market	Olongapo Market	2230001	REGION III (Central Luzon)	ZAMBALES	OLONGAPO CITY	14.8395	120.961		
611	San Marcelino	Brgy Central San Marcelino Zambales	922	REGION III (Central Luzon)	ZAMBALES	SAN MARCELINO	14.9736	120.157		
612	Imus Pag-Asa	National Road Cor Alapan St. Pagasa Imus Cavite		REGION IV-A (CALABARZON)	CAVITE	IMUS	14.4408	120.912		
613	Baliuag Hi-way	"Dona Remedios Hiway,Baliuag Bulacan"	923	REGION III (Central Luzon)	BULACAN	BALIUAG	14.9509	120.884		
614	Bansalangin	Bansalanigin	3524617	NCR - National Capital Region	"NCR, SECOND DISTRICT"	QUEZON CITY	14.6558	121.024		
615	San Pedro 5	San Pedro 5		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.3647	121.056		
616	Engineer's Hill	Engineer's Hill	4420742	CAR - Cordillera Administrative Region	BENGUET	BAGUIO CITY	16.4054	120.604		
617	Grandview	Grandview	6280216	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.143	120.556		
618	Angelo King	"Along Arellano Ave., Malate, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	MALATE	14.5653	120.998		
619	Buendia 4	"317 Buendia Ave., Pasay City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	PASAY CITY	14.5545	120.998		
620	FVR	"Sapang Palay, San Jose  Del Monte City,"	933	REGION III (Central Luzon)	BULACAN	CITY OF SAN JOSE DEL MONTE	14.8527	121.062		
621	Lifehomes	Lifehomes	932	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5771	121.095		
622	Makati Executive Tower 3	Mkti Exec. Tower Gil Puyat Ave Mkti City		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF MAKATI	14.5579	121.009		
623	Isabelle de Hidalgo	"Unit 2&3 Isabelle de Hidalgo Bldg., Quiapo, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	QUIAPO	14.5983	120.984		
624	Tagaytay 4	E.Aguinaldo H-Way Tagaytay City		REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.1223	120.96		
625	JP Laurel Malate	"G/F JP Laurel Mem Bldg,Ped Gil St.Ermita,Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5786	121		
626	Bertyaphil 5	Bertaphil 5	932	REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.1999	120.542		
628	Subic International Hotel	SIH Freeport Zone Subic Bay Olongapo City	928	REGION III (Central Luzon)	ZAMBALES	SUBIC	14.8218	120.28		
629	Pansol Calamba	Purok 1 Pansol Calamba City Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.1966	121.241		
630	Mayfair	"Unit C Mayfair Tower, U.N Avenue, Ermita, Manila"		NCR - National Capital Region	"NCR, CITY OF MANILA, FIRST DISTRICT"	ERMITA	14.5695	120.984		
632	Sixto A.Ave.(Hampton Garden)	Dr Sixto Antonio Ave Maybunga Pasig City	917	NCR - National Capital Region	"NCR, SECOND DISTRICT"	CITY OF PASIG	14.5796	121.082		
635	Noveleta	"Poblacion, Noveleta, Cavite City"		REGION IV-A (CALABARZON)	CAVITE	CAVITE CITY	14.4281	120.855		
636	Betterliving	"Betterliving Subd., Don Bosco, ParaËaque City"		NCR - National Capital Region	"NCR, FOURTH DISTRICT"	CITY OF PARAãAQUE	14.4854	121.04		
638	Carmelray	"Carmelray Industrial Park 2, Calamba, Laguna"		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.1711	121.134		
639	Lingayen	Lingayen	922	REGION I (Ilocos Region)	PANGASINAN	LINGAYEN (Capital)	16.0215	120.233		
640	Managaldan	"National Road, Mangaldan Pangasinan"	922	REGION I (Ilocos Region)	PANGASINAN	MANGALDAN	16.0668	120.404		
